Hospital Address,Hospital City,Hospital State,Won/Lost/Exisiting,Hospital Type,Total Births,Exclusive BF%,Exclusive FF%,Exclusive Supplement,Net Preterm
"LABETTE HEALTH, 1902 S US HIGHWAY 59, PARSONS, KS, 67357",PARSONS,KS,Existing,Choice,193,60.0%,20.0%,20.0%,0
"LAKE DISTRICT HOSP, 700 SOUTH J ST, LAKEVIEW, OR, 97630",LAKEVIEW,OR,Existing,Choice,52,50.0%,20.0%,30.0%,3
"LAKEWOOD HOSPITAL, 14519 DETROIT AVENUE, LAKEWOOD, OH, 44107",LAKEWOOD,OH,Existing,Choice,0,0.0%,,,0
"LANDMARK MEDICAL CENTER, 115 CASS AVENUE, WOONSOCKET, RI, 02895",WOONSOCKET,RI,Existing,Choice,483,70.0%,10.0%,20.0%,15
"LANDSTUHL REG HOSPITAL GERMANY, CMR 402, APO, AE, 09180",APO,AE,Existing,Choice,720,60.0%,,,215
"LANGLEY AFB MED SUPPLY, 45 PINE STREET, LANGLEY AFB, VA, 23665",LANGLEY AFB,VA,Existing,Choice,0,0.0%,0.0%,100.0%,0
"LE BONHEUR CHILDRENS HOSPITAL, 151 NORTH PAULINE AVENUE, MEMPHIS, TN, 38105",MEMPHIS,TN,Lost,Choice,1250,50.0%,14.0%,36.0%,680
"LECONTE MEDICAL CENTER, 742 MIDDLE CREEK ROAD, SEVIERVILLE, TN, 37862",SEVIERVILLE,TN,Existing,Choice,842,45.0%,15.0%,40.0%,0
"LEE MEMORIAL HOSPITAL, 2776 CLEVELAND AVENUE, FORT MYERS, FL, 33901",FORT MYERS,FL,Existing,Choice,0,,,,0
"LEXINGTON MEMORIAL HOSPITAL, 250 HOSPITAL DRIVE, LEXINGTON, NC, 27292",LEXINGTON,NC,Existing,Choice,0,0.0%,0.0%,100.0%,0
"LINCOLN CO MEDICAL CTR, 211 SUDDERTH DR, RUIDOSO, NM, 88345",RUIDOSO,NM,Existing,Choice,350,40.0%,40.0%,20.0%,0
"LINCOLN COMMUNITY HOSPITAL, 111 6TH STREET, HUGO, CO, 80821",HUGO,CO,Existing,Choice,8,50.0%,10.0%,40.0%,1
"LITTLE COLORADO MEDICAL CENTER, 1501 NORTH WILLIAMSON AVENUE, WINSLOW, AZ, 86047",WINSLOW,AZ,Existing,Choice,203,50.0%,30.0%,20.0%,12
"LIVINGSTON HEALTHCARE, 320 ALPENGLOW LANE, LIVINGSTON, MT, 59047",LIVINGSTON,MT,Existing,Choice,147,50.0%,,,7
"LOGAN REGIONAL MEDICAL CENTER, 20 HOSPITAL DRIVE, LOGAN, WV, 25601",LOGAN,WV,Existing,Choice,162,5.0%,,,2
"LOS ALAMOS MEDICAL CENTER, 3917 WEST ROAD, LOS ALAMOS, NM, 87544",LOS ALAMOS,NM,Existing,Choice,60,50.0%,30.0%,20.0%,10
"MAD RIVER COMM HOSP, 3800 JANES RD, ARCATA, CA, 95521",ARCATA,CA,Existing,Choice,571,80.0%,10.0%,10.0%,0
"MADIGAN ARMY MED CTR, MEDICAL SUPPLY, TACOMA, WA, 98431",TACOMA,WA,Existing,Choice,1310,80.0%,6.0%,14.0%,110
"MADONNA REHAB HOSPITAL, 5401 SOUTH STREET, LINCOLN, NE, 68506",LINCOLN,NE,Existing,Choice,0,90.0%,5.0%,5.0%,0
"MAGEE GENERAL HOSPITAL, 300 THIRD AVENUE SOUTHEAST, MAGEE, MS, 39111",MAGEE,MS,Existing,Choice,0,0.0%,,,0
"MAGNOLIA REGIONAL HEALTH CENTER, 611 ALCORN DRIVE, CORINTH, MS, 38834",CORINTH,MS,Existing,Choice,871,50.0%,25.0%,25.0%,20
"MAGNOLIA REGIONAL MEDICAL CENTER, 101 HOSPITAL DRIVE, MAGNOLIA, AR, 71753",MAGNOLIA,AR,Existing,Choice,0,,,,0
"MAINLAND MEDICAL CENTER, 6801 EMMETT F LOWRY EXPRESSWAY, TEXAS CITY, TX, 77591",TEXAS CITY,TX,Existing,Choice,0,76.0%,24.0%,0.0%,0
"MANNING GEN HOSP, 1550 6TH STREET, MANNING, IA, 51455",MANNING,IA,Existing,Choice,0,50.0%,30.0%,20.0%,0
"MARTIN ARMY COMMUNITY HOSPITAL, 6600 VAN AALST BOULEVARD, FORT MOORE, GA, 31905",FORT MOORE,GA,Existing,Choice,300,69.0%,10.0%,21.0%,0
"MASON GENERAL HOSPITAL, 901 MOUNTAIN VIEW DR, SHELTON, WA, 98584",SHELTON,WA,Existing,Choice,300,35.0%,60.0%,5.0%,0
"MASSENA MEMORIAL HOSPITAL, ONE HOSPITAL DRIVE, MASSENA, NY, 13662",MASSENA,NY,Existing,Choice,0,0.0%,0.0%,100.0%,0
"MAT-SU REGIONAL MEDICAL CENTER, 2500 SOUTH WOODWORTH LOOP, PALMER, AK, 99645",PALMER,AK,Existing,Choice,761,65.0%,3.0%,32.0%,0
"MCCURTAIN MEMORIAL HOSPITAL, 1301 LINCOLN ROAD, IDABEL, OK, 74745",IDABEL,OK,Existing,Choice,332,20.0%,50.0%,30.0%,0
"MCHS - GREAT RIVER MEDICAL CENTER, 1520 NORTH DIVISION STREET, BLYTHEVILLE, AR, 72315",BLYTHEVILLE,AR,Existing,Choice,282,10.0%,70.0%,20.0%,0
"MCLAREN BAY REGION, 1900 COLUMBUS AVENUE, BAY CITY, MI, 48708",BAY CITY,MI,Existing,Choice,441,55.0%,16.0%,29.0%,0
"MCLAREN CENTRAL MICHIGAN, 1221 SOUTH DRIVE, MOUNT PLEASANT, MI, 48858",MOUNT PLEASANT,MI,Existing,Choice,411,61.0%,13.0%,26.0%,0
"MCLAREN FLINT, 401 SOUTH BALLENGER HIGHWAY, FLINT, MI, 48532",FLINT,MI,Existing,Choice,365,25.0%,75.0%,0.0%,0
"MCLAREN GREATER LANSING, 401 WEST GREENLAWN AVENUE, LANSING, MI, 48910",LANSING,MI,Existing,Choice,1273,40.0%,35.0%,25.0%,54
"MCLAREN LAPEER REGION, 1375 NORTH MAIN STREET, LAPEER, MI, 48446",LAPEER,MI,Existing,Choice,150,35.0%,45.0%,20.0%,0
"MCLAREN MACOMB, 1000 HARRINGTON BLVD, MOUNT CLEMENS, MI, 48043",MOUNT CLEMENS,MI,Existing,Choice,911,30.0%,50.0%,20.0%,7
"MCLAREN PORT HURON, 1221 PINE GROVE AVENUE, PORT HURON, MI, 48060",PORT HURON,MI,Existing,Choice,934,22.0%,25.0%,53.0%,80
"MCLAREN THUMB REGION, 1100 SOUTH VAN DYKE ROAD, BAD AXE, MI, 48413",BAD AXE,MI,Existing,Choice,377,40.0%,50.0%,10.0%,8
"MCLEOD HEALTH CHERAW, 711 CHESTERFIELD HIGHWAY, CHERAW, SC, 29520",CHERAW,SC,Existing,Choice,0,50.0%,20.0%,30.0%,0
"MEADVILLE MEDICAL CENTER, 751 LIBERTY STREET, MEADVILLE, PA, 16335",MEADVILLE,PA,Lost,Choice,468,60.0%,27.0%,13.0%,10
"MEDICAL ARTS HOSPITAL, 2200 NORTH BRYAN AVENUE, LAMESA, TX, 79331",LAMESA,TX,Existing,Choice,0,50.0%,30.0%,20.0%,0
"MEDSTAR MONTGOMERY MEDICAL CENTER, 18101 PRINCE PHILIP DRIVE, OLNEY, MD, 20832",OLNEY,MD,Lost,Choice,604,70.0%,20.0%,10.0%,54
"MEDSTAR SOUTHERN MARYLAND HOSP CTR, 7503 SURRATTS ROAD, CLINTON, MD, 20735",CLINTON,MD,Existing,Choice,1122,50.0%,10.0%,40.0%,0
"MEM HEALTH CARE SYSTEMS, 300 N COLUMBIA AVE, SEWARD, NE, 68434",SEWARD,NE,Existing,Choice,88,70.0%,15.0%,15.0%,5
"MEMORIAL COMMUNITY HOSP, 810 N 22ND, BLAIR, NE, 68008",BLAIR,NE,Existing,Choice,110,70.0%,25.0%,5.0%,0
"MEMORIAL HOSP OF CONVERSE CO, 111 SOUTH 5TH ST, DOUGLAS, WY, 82633",DOUGLAS,WY,Lost,Choice,136,70.0%,10.0%,20.0%,6
"MEMORIAL HOSPITAL, 1454 NORTH COUNTY ROAD 2050, CARTHAGE, IL, 62321",CARTHAGE,IL,Existing,Choice,95,55.0%,40.0%,5.0%,5
"MEMORIAL HOSPITAL, 3073 WHITE MOUNTAIN HIGHWAY, NORTH CONWAY, NH, 03860",NORTH CONWAY,NH,Existing,Choice,215,60.0%,35.0%,5.0%,2
"MEMORIAL HOSPITAL, 320 HOSPITAL DRIVE, MARTINSVILLE, VA, 24112",MARTINSVILLE,VA,Existing,Choice,0,0.0%,0.0%,100.0%,0
"MEMORIAL MED CTR, 1615 MAPLE LANE, ASHLAND, WI, 54806",ASHLAND,WI,Existing,Choice,201,82.0%,15.0%,3.0%,0
"MENDOCINO COAST DIST HSP, 700 RIVER DR, FORT BRAGG, CA, 95437",FORT BRAGG,CA,Existing,Choice,0,75.0%,10.0%,15.0%,0
"MERCY HEALTH GENERAL CAMPUS, 1700 OAK AVENUE, MUSKEGON, MI, 49442",MUSKEGON,MI,Existing,Choice,0,0.0%,,,0
"MERCY HEALTH LAKESHORE CAMPUS, 72 SOUTH STATE STREET, SHELBY, MI, 49455",SHELBY,MI,Existing,Choice,0,0.0%,,,0
"MERCY HOSPITAL KINGFISHER, 1000 HOSPITAL CIRCLE, KINGFISHER, OK, 73750",KINGFISHER,OK,Existing,Choice,0,,,,0
"MERCY HOSPITAL TISHOMINGO, 1000 SOUTH BYRD STREET, TISHOMINGO, OK, 73460",TISHOMINGO,OK,Existing,Choice,0,25.0%,,,0
"MERCY MEDICAL CENTER, 2700 STEWART PKWY, ROSEBURG, OR, 97471",ROSEBURG,OR,Existing,Choice,870,50.0%,40.0%,10.0%,15
"MERCY MEDICAL CENTER, 271 CAREW STREET, SPRINGFIELD, MA, 01104",SPRINGFIELD,MA,Existing,Choice,776,65.0%,10.0%,25.0%,4
"MERCY REGIONAL MEDICAL CENTER, 1010 THREE SPRINGS BLVD, DURANGO, CO, 81301",DURANGO,CO,Existing,Choice,951,70.0%,5.0%,25.0%,95
"MERCY WILLARD HOSPITAL, 1100 NEAL ZICK ROAD, WILLARD, OH, 44890",WILLARD,OH,Existing,Choice,0,0.0%,,,0
"MERCYHEALTH HOSP AND MEDICAL CTR, N2950 STATE ROAD 67, LAKE GENEVA, WI, 53147",LAKE GENEVA,WI,Existing,Choice,144,30.0%,20.0%,50.0%,0
"MERCYHEALTH HOSP AND TRAUMA CTR, 1000 MINERAL POINT AVENUE, JANESVILLE, WI, 53548",JANESVILLE,WI,Existing,Choice,655,51.0%,16.0%,33.0%,30
"MERCYONE CENTERVILLE MEDICAL CTR, ONE ST JOSEPHS DRIVE, CENTERVILLE, IA, 52544",CENTERVILLE,IA,Existing,Choice,0,,,,0
"MERIT HEALTH RIVER OAKS, 1030 RIVER OAKS DRIVE, FLOWOOD, MS, 39232",FLOWOOD,MS,Existing,Choice,2429,53.0%,10.0%,37.0%,500
"METHODIST MEDICAL CTR OF OAK RIDGE, 990 OAK RIDGE TURNPIKE, OAK RIDGE, TN, 37830",OAK RIDGE,TN,Existing,Choice,473,30.0%,30.0%,40.0%,5
"METROSOUTH MEDICAL CENTER, 12935 SOUTH GREGORY STREET, BLUE ISLAND, IL, 60406",BLUE ISLAND,IL,Existing,Choice,0,0.0%,0.0%,100.0%,0
"MIDDLESBORO ARH HOSPITAL, 3600 WEST CUMBERLAND AVENUE, MIDDLESBORO, KY, 40965",MIDDLESBORO,KY,Existing,Choice,270,60.0%,25.0%,15.0%,0
"MIDDLESEX HOSPITAL, 28 CRESCENT STREET, MIDDLETOWN, CT, 06457",MIDDLETOWN,CT,Existing,Choice,855,60.0%,10.0%,30.0%,33
"MIKE O'CALLAGHAN FED HSP, 4700 N LAS VEGAS BLVD, NELLIS AFB, NV, 89191",NELLIS AFB,NV,Existing,Choice,500,75.0%,4.0%,21.0%,0
"MIMBRES MEMORIAL HOSPITAL, 900 WEST ASH STREET, DEMING, NM, 88030",DEMING,NM,Existing,Choice,340,50.0%,20.0%,30.0%,30
"MINERS COLFAX MEDICAL CT, 203 HOSPITAL DRIVE, RATON, NM, 87740",RATON,NM,Existing,Choice,120,30.0%,40.0%,30.0%,10
"MINIDOKA MEM HOSP, 1224 8TH ST, RUPERT, ID, 83350",RUPERT,ID,Existing,Choice,27,75.0%,,,0
"MITCHELL CO HOSP DIST, 997 W I 20, COLORADO CITY, TX, 79512",COLORADO CITY,TX,Existing,Choice,0,0.0%,,,0
"MOBRIDGE COMMUNITY HOSP, 1401 10TH AVE W, MOBRIDGE, SD, 57601",MOBRIDGE,SD,Existing,Choice,99,80.0%,10.0%,10.0%,4
"MOLOKAI GENERAL HOSPITAL, 280A PUALI STREET, KAUNAKAKAI, HI, 96748",KAUNAKAKAI,HI,Existing,Choice,37,0.0%,,,2
"MONROE COUNTY MEDICAL CENTER, 529 CAPP HARLAN ROAD, TOMPKINSVILLE, KY, 42167",TOMPKINSVILLE,KY,Existing,Choice,0,,,,0
"MONTEREY PARK HOSP, 900 SO ATLANTIC BLVD, MONTEREY PARK, CA, 91754",MONTEREY PARK,CA,Existing,Choice,1210,30.0%,50.0%,20.0%,0
"MORRISTOWN-HAMBLEN HEALTHCARE SYS, 908 WEST 4TH NORTH STREET, MORRISTOWN, TN, 37814",MORRISTOWN,TN,Existing,Choice,696,20.0%,70.0%,10.0%,0
"MORTON GENERAL HOSP, 521 ADAMS AVENUE, MORTON, WA, 98356",MORTON,WA,Existing,Choice,0,0.0%,,,0
"MOSES H CONE MEMORIAL HOSPITAL, 1200 NORTH ELM STREET, GREENSBORO, NC, 27401",GREENSBORO,NC,Existing,Choice,6075,58.0%,15.0%,27.0%,554
"MOUNT NITTANY MEDICAL CENTER, 1800 EAST PARK AVENUE, STATE COLLEGE, PA, 16803",STATE COLLEGE,PA,Existing,Choice,1305,50.0%,10.0%,40.0%,5
"MOUNT SAN RAFAEL HOSPITAL, 410 BENEDICTA AVENUE, TRINIDAD, CO, 81082",TRINIDAD,CO,Existing,Choice,0,0.0%,,,0
"MOUNTAIN WEST MEDICAL CENTER, 2055 NORTH MAIN STREET, TOOELE, UT, 84074",TOOELE,UT,Existing,Choice,394,85.0%,15.0%,0.0%,25
"MOUNTAINS COMM HOSPITAL, 29101 HOSPITAL RD, LAKE ARROWHEAD, CA, 92352",LAKE ARROWHEAD,CA,Existing,Choice,0,0.0%,,,0
"MYMICHIGAN MEDICAL CENTER ALPENA, 1501 WEST CHISHOLM STREET, ALPENA, MI, 49707",ALPENA,MI,Lost,Choice,407,40.0%,50.0%,10.0%,4
"MYMICHIGAN MEDICAL CENTER, 2463 SOUTH M 30, WEST BRANCH, MI, 48661",WEST BRANCH,MI,Lost,Choice,106,0.0%,,,0
"NAVAL HOSPITAL, 1 BOONE ROAD, BREMERTON, WA, 98312",BREMERTON,WA,Existing,Choice,726,82.0%,5.0%,13.0%,0
"NAVAL HOSPITAL, 100 BREWSTER BLVD, CAMP LEJEUNE, NC, 28547",CAMP LEJEUNE,NC,Existing,Choice,1755,67.0%,6.0%,27.0%,195
"NAVAL HOSPITAL, 2080 CHILD ST, JACKSONVILLE, FL, 32214",JACKSONVILLE,FL,Existing,Choice,518,76.0%,3.0%,21.0%,0
"NAVAL HOSPITAL, H100 SANTA MARGARITA RD, CAMP PENDLETON, CA, 92055",CAMP PENDLETON,CA,Existing,Choice,1415,65.0%,17.0%,18.0%,210
"NAVAL HOSPITAL, MAGTFTC MCAGCC BOX 788250, TWENTYNINE PALMS, CA, 92278",TWENTYNINE PALMS,CA,Existing,Choice,476,80.0%,10.0%,10.0%,20
"NAVAL HOSPITAL-CODE 0104, 3475 N SARATOGA ST, OAK HARBOR, WA, 98278",OAK HARBOR,WA,Existing,Choice,0,0.0%,0.0%,100.0%,0
"NEMAHA VALLEY COMM HOSP, 1600 COMMUNITY DR, SENECA, KS, 66538",SENECA,KS,Existing,Choice,59,90.0%,5.0%,5.0%,0
"NEOSHO MEMORIAL REG MEDICAL CTR, 629 SOUTH PLUMMER AVENUE, CHANUTE, KS, 66720",CHANUTE,KS,Existing,Choice,354,55.0%,30.0%,15.0%,20
"NEW EDEN CARE CENTER, 7980 WEST 100 SOUTH, TOPEKA, IN, 46571",TOPEKA,IN,Existing,Choice,401,35.0%,65.0%,0.0%,0
"NEWMAN REGIONAL HEALTH, 1201 WEST 12TH AVENUE, EMPORIA, KS, 66801",EMPORIA,KS,Existing,Choice,345,70.0%,15.0%,15.0%,0
"NEWPORT COMM HOSP, 714 WEST PINE ST, NEWPORT, WA, 99156",NEWPORT,WA,Existing,Choice,85,99.0%,,,0
"NEWPORT MEDICAL CENTER, 435 SECOND STREET, NEWPORT, TN, 37821",NEWPORT,TN,Existing,Choice,185,30.0%,40.0%,30.0%,2
"NORTH COUNTRY HOSPITAL, 189 PROUTY DRIVE, NEWPORT, VT, 05855",NEWPORT,VT,Existing,Choice,185,75.0%,10.0%,15.0%,0
"NORTH CYPRESS MEDICAL CENTER, 21214 NORTHWEST FREEWAY, CYPRESS, TX, 77429",CYPRESS,TX,Existing,Choice,0,0.0%,,,0
"NORTH MISSISSIPPI MEDICAL CENTER, 830 SOUTH GLOSTER STREET, TUPELO, MS, 38801",TUPELO,MS,Existing,Choice,0,,,,0
"NORTH VALLEY HOSP, 203 S WESTERN ST, TONASKET, WA, 98855",TONASKET,WA,Existing,Choice,0,0.0%,0.0%,100.0%,0
"NORTHEAST MONTANA HLTH SVCS, 315 KNAPP STREET, WOLF POINT, MT, 59201",WOLF POINT,MT,Existing,Choice,145,40.0%,50.0%,10.0%,0
"NORTHEASTERN VERMONT REGIONAL HOSP, 1315 HOSPITAL DRIVE, SAINT JOHNSBURY, VT, 05819",SAINT JOHNSBURY,VT,Existing,Choice,249,75.0%,8.0%,17.0%,0
"NORTHERN MICHIGAN REGIONAL HOSPITAL, 416 CONNABLE AVENUE, PETOSKEY, MI, 49770",PETOSKEY,MI,Existing,Choice,474,86.0%,14.0%,0.0%,0
"NORTHWEST MED CTR-SPRINGDALE, 609 WEST MAPLE AVENUE, SPRINGDALE, AR, 72764",SPRINGDALE,AR,Existing,Choice,0,10.0%,,,0
"NORTON CO HOSP, 102 E HOLME, NORTON, KS, 67654",NORTON,KS,Existing,Choice,0,90.0%,5.0%,5.0%,0
"NORTON SCOTT HOSPITAL LLC, 1451 NORTH GARDNER STREET, SCOTTSBURG, IN, 47170",SCOTTSBURG,IN,Existing,Choice,0,20.0%,70.0%,10.0%,0
"OCEAN MEDICAL CENTER, 425 JACK MARTIN BLVD, BRICK, NJ, 08724",BRICK,NJ,Existing,Choice,1085,45.0%,25.0%,30.0%,70
"OCHILTREE GEN HOSP, 3101 GARRETT DR, PERRYTON, TX, 79070",PERRYTON,TX,Existing,Choice,183,50.0%,30.0%,20.0%,0
"OHIOHEALTH SHELBY HOSPITAL, 199 WEST MAIN STREET, SHELBY, OH, 44875",SHELBY,OH,Existing,Choice,0,,,,0
"OKMULGEE MEMORIAL HOSPITAL, 1401 MORRIS DRIVE, OKMULGEE, OK, 74447",OKMULGEE,OK,Existing,Choice,0,39.0%,,,0
"OLYMPIC MEM HOSP, 939 CAROLINE, PORT ANGELES, WA, 98362",PORT ANGELES,WA,Existing,Choice,450,75.0%,10.0%,15.0%,0
"OROVILLE HOSP, 2767 OLIVE HWY, OROVILLE, CA, 95966",OROVILLE,CA,Lost,Choice,457,58.0%,20.0%,22.0%,0
"OSF ST FRANCIS HOSP, 3401 W LUDINGTON ST, ESCANABA, MI, 49829",ESCANABA,MI,Existing,Choice,310,50.0%,50.0%,0.0%,5
"PALMDALE REGIONAL MEDICAL CENTER, 38600 MEDICAL CENTER DRIVE, PALMDALE, CA, 93551",PALMDALE,CA,Existing,Choice,0,,,,0
"PALMER LUTHERAN HLTH CTR, 112 JEFFERSON ST, WEST UNION, IA, 52175",WEST UNION,IA,Existing,Choice,100,85.0%,10.0%,5.0%,0
"PALO ALTO COUNTY HOSPITAL, 3201 FIRST STREET, EMMETSBURG, IA, 50536",EMMETSBURG,IA,Existing,Choice,103,30.0%,50.0%,20.0%,5
"PALOMAR HEALTH DOWNTOWN CAMPUS, 555 EAST VALLEY PARKWAY, ESCONDIDO, CA, 92025",ESCONDIDO,CA,Existing,Choice,0,0.0%,,,0
"PALOMAR MEDICAL CENTER ESCONDIDO, 2185 CITRACADO PARKWAY, ESCONDIDO, CA, 92029",ESCONDIDO,CA,Existing,Choice,3475,71.0%,5.0%,24.0%,175
"PARKLAND HOSPITAL, 5200 HARRY HINES BOULEVARD, DALLAS, TX, 75235",DALLAS,TX,Existing,Choice,15570,25.0%,75.0%,0.0%,1530
"PARKLAND MEDICAL CENTER, ONE PARKLAND DRIVE, DERRY, NH, 03038",DERRY,NH,Existing,Choice,319,80.0%,20.0%,0.0%,2
"PARKWEST MEDICAL CENTER, 9352 PARK WEST BLVD, KNOXVILLE, TN, 37923",KNOXVILLE,TN,Existing,Choice,1761,75.0%,5.0%,20.0%,46
"PEACE HARBOR HOSP, 400 9TH ST, FLORENCE, OR, 97439",FLORENCE,OR,Existing,Choice,40,50.0%,25.0%,25.0%,0
"PENN HIGHLANDS DUBOIS, 100 HOSPITAL AVENUE, DU BOIS, PA, 15801",DU BOIS,PA,Lost,Choice,977,55.0%,15.0%,30.0%,138
"PHS INDIAN HOSPITAL, 301 NORTH HIGHWAY 53, ZUNI, NM, 87327",ZUNI,NM,Existing,Choice,40,50.0%,30.0%,20.0%,0
"PIKE COUNTY MEMORIAL HOSPITAL, 2305 GEORGIA STREET, LOUISIANA, MO, 63353",LOUISIANA,MO,Existing,Choice,0,0.0%,,,0
"PIPESTONE CO MED CTR, 916 4TH AVE SW, PIPESTONE, MN, 56164",PIPESTONE,MN,Existing,Choice,93,80.0%,10.0%,10.0%,2
"PORTER MEDICAL CENTER, 115 PORTER DRIVE, MIDDLEBURY, VT, 05753",MIDDLEBURY,VT,Existing,Choice,320,90.0%,10.0%,0.0%,-15
"PORTNEUF MEDICAL CENTER, 777 HOSPITAL WAY, POCATELLO, ID, 83201",POCATELLO,ID,Existing,Choice,1651,80.0%,5.0%,15.0%,205
"POWELL VALLEY HOSPITAL, 777 AVENUE H, POWELL, WY, 82435",POWELL,WY,Existing,Choice,206,70.0%,10.0%,20.0%,6
"PROVIDENCE HOSPITAL, 1150 VARNUM STREET NE, WASHINGTON, DC, 20017",WASHINGTON,DC,Existing,Choice,0,,,,0
"PROVIDENCE KODIAK ISLAND MED CENTER, 1915 EAST REZANOF DRIVE, KODIAK ISLAND, AK, 99615",KODIAK ISLAND,AK,Existing,Choice,143,90.0%,5.0%,5.0%,9
"PROVIDENCE MED CTR, 1200 PROVIDENCE RD, WAYNE, NE, 68787",WAYNE,NE,Existing,Choice,55,76.0%,20.0%,4.0%,5
"PROVIDENCE SACRED HEART MED CTR, 101 WEST 8TH AVENUE, SPOKANE, WA, 99204",SPOKANE,WA,Existing,Choice,3265,70.0%,5.0%,25.0%,936
"PROVIDENCE SEASIDE HOSPITAL, 725 SOUTH WAHANNA ROAD, SEASIDE, OR, 97138",SEASIDE,OR,Existing,Choice,140,60.0%,35.0%,5.0%,0
"QUEENS HOSP MED CTR, 1301 PUNCHBOWL ST, HONOLULU, HI, 96813",HONOLULU,HI,Existing,Choice,1876,71.0%,3.0%,26.0%,60
"QUENTIN N BURDICK MEMORIAL HOSP, 1300 HOSPITAL LOOP, BELCOURT, ND, 58316",BELCOURT,ND,Existing,Choice,110,25.0%,45.0%,30.0%,0
"RADY CHILDRENS HOSPITAL SAN DIEGO, 3020 CHILDRENS WAY MC 5029, SAN DIEGO, CA, 92123",SAN DIEGO,CA,Existing,Choice,1630,30.0%,,,1630
"RAINY LAKE MEDICAL CENTER, 1400 HIGHWAY 71, INTERNATIONAL FALLS, MN, 56649",INTERNATIONAL FALLS,MN,Existing,Choice,0,85.0%,10.0%,5.0%,0
"RANCHO SPRINGS MEDICAL CENTER, 25500 MEDICAL CENTER DRIVE, MURRIETA, CA, 92562",MURRIETA,CA,Existing,Choice,3455,70.0%,20.0%,10.0%,240
"RANKEN JORDAN HOME, 11365 DORSETT ROAD, MARYLAND HEIGHTS, MO, 63043",MARYLAND HEIGHTS,MO,Existing,Choice,402,0.0%,,,0
"REHOBOTH MCKINLEY, 1901 RED ROCK DR, GALLUP, NM, 87301",GALLUP,NM,Existing,Choice,315,50.0%,30.0%,20.0%,10
"REPUBLIC CO HOSPITAL, 2420 G STREET, BELLEVILLE, KS, 66935",BELLEVILLE,KS,Existing,Choice,41,50.0%,25.0%,25.0%,0
"REYNOLDS ARMY HOSP, 4301 WILSON STREET, FORT SILL, OK, 73503",FORT SILL,OK,Existing,Choice,0,,,,0
"REYNOLDS MEMORIAL HOSPITAL, 800 WHEELING AVENUE, GLEN DALE, WV, 26038",GLEN DALE,WV,Existing,Choice,280,75.0%,25.0%,0.0%,0
"RHODE ISLAND HOSPITAL, 593 EDDY STREET, PROVIDENCE, RI, 02903",PROVIDENCE,RI,Existing,Choice,190,30.0%,70.0%,0.0%,63
"RIVERLAND MEDICAL CTR, 1700 E E WALLACE BLVD, FERRIDAY, LA, 71334",FERRIDAY,LA,Existing,Choice,0,0.0%,,,0
"RIVERSIDE MEDICAL CTR, 350 N WALL ST, KANKAKEE, IL, 60901",KANKAKEE,IL,Existing,Choice,720,40.0%,40.0%,20.0%,15
"RIVERSIDE SHORE MEMORIAL HOSPITAL, 20480 MARKET STREET, ONANCOCK, VA, 23417",ONANCOCK,VA,Existing,Choice,345,30.0%,50.0%,20.0%,5
"RIVERVIEW MEDICAL CENTER, 1 RIVERVIEW PLAZA, RED BANK, NJ, 07701",RED BANK,NJ,Existing,Choice,1348,50.0%,15.0%,35.0%,70
"ROANE GENERAL HOSPITAL, 200 HOSPITAL DRIVE, SPENCER, WV, 25276",SPENCER,WV,Existing,Choice,0,,,,0
"ROCHELLE COMMUNITY HOSPITAL, 900 NORTH 2ND STREET, ROCHELLE, IL, 61068",ROCHELLE,IL,Existing,Choice,0,0.0%,,,0
"ROOKS COUNTY HEALTH CENTER, 1210 N WASHINGTON, PLAINVILLE, KS, 67663",PLAINVILLE,KS,Existing,Choice,0,,,,0
"RUSK CO MEM HOSP, 900 COLLEGE AVE W, LADYSMITH, WI, 54848",LADYSMITH,WI,Existing,Choice,0,0.0%,,,0
"RUTLAND REGIONAL MEDICAL CENTER, 160 ALLEN STREET, RUTLAND, VT, 05701",RUTLAND,VT,Existing,Choice,386,70.0%,15.0%,15.0%,5
"SAGE MEM HOSP, NAVAJO NATION HLTH FNDN BOX 457, GANADO, AZ, 86505",GANADO,AZ,Existing,Choice,5,0.0%,0.0%,100.0%,0
"SAINT ALPHONSUS MED CTR BAKER CITY, 3325 POCAHONTAS ROAD, BAKER CITY, OR, 97814",BAKER CITY,OR,Existing,Choice,152,50.0%,10.0%,40.0%,10
"SAINT ANNE HOSPITAL, 16251 SYLVESTER ROAD SW, BURIEN, WA, 98166",BURIEN,WA,Existing,Choice,909,85.0%,5.0%,10.0%,0
"SAINT ANNES HOSPITAL, 795 MIDDLE STREET, FALL RIVER, MA, 02721",FALL RIVER,MA,Existing,Choice,0,,,,0
"SAINT MARY SACRED HEART HOSPITAL, 367 CLEAR CREEK PARKWAY, LAVONIA, GA, 30553",LAVONIA,GA,Existing,Choice,372,35.0%,45.0%,20.0%,20
"SAINT MARYS REGIONAL MEDICAL CTR, 1808 WEST MAIN STREET, RUSSELLVILLE, AR, 72801",RUSSELLVILLE,AR,Existing,Choice,870,40.0%,50.0%,10.0%,30
"SAINT MICHAEL MEDICAL CENTER, 2520 CHERRY AVENUE, BREMERTON, WA, 98310",BREMERTON,WA,Existing,Choice,2065,90.0%,9.0%,1.0%,80
